temp_amb;cara_1;cara_2;corriente;tiempo;diferencia
25,83;77,59;77,45;0;344824;0,14
25,83;77,52;77,33;0;345096;0,19
25,82;77,48;77,3;0;345164;0,18
25,82;77,41;77,23;0;345168;0,18
25,81;77,33;77,18;0;345488;0,15
25,81;77,31;77,13;0;345612;0,18
25,81;77,21;76,99;0;345848;0,22
25,81;77,14;76,9;0;346236;0,24
25,8;77,04;76,82;0;346192;0,22
25,81;77,03;76,76;0;346148;0,27
25,81;76,96;76,7;0;345872;0,26
25,81;76,92;76,66;0;345832;0,26
25,8;76,88;76,62;0;345432;0,26
25,79;76,81;76,58;0;344996;0,23
25,77;76,76;76,55;0;344972;0,21
25,77;76,67;76,5;0;344792;0,17
25,76;76,6;76,43;0;344612;0,17
25,75;76,57;76,37;0;344228;0,2
25,75;76,49;76,35;0;344384;0,14
25,74;76,43;76,27;0;344208;0,16
25,74;76,4;76,22;0;344088;0,18
25,73;76,34;76,14;0;344124;0,2
25,72;76,26;76,05;0;344128;0,21
25,71;76,15;76,02;0;344244;0,13
25,69;76,11;75,94;0;344132;0,17
25,69;76,03;75,87;0;344088;0,16
25,67;75,95;75,82;0;344284;0,13
25,66;75,92;75,74;0;344272;0,18
25,65;75,84;75,67;0;344300;0,17
25,63;75,75;75,61;0;344280;0,14
25,62;75,72;75,53;0;344204;0,19
25,61;75,62;75,44;0;344312;0,18
25,6;75,57;75,4;0;344112;0,17
25,59;75,46;75,33;0;344260;0,13
25,59;75,42;75,28;0;344252;0,14
25,58;75,34;75,22;0;344308;0,12
25,58;75,24;75,14;0;344316;0,1
25,57;75,18;75,1;0;344100;0,08
25,57;75,11;75,01;0;344280;0,1
25,57;75,02;74,95;0;344100;0,07
25,57;74,99;74,9;0;344088;0,09
25,57;74,93;74,84;0;344144;0,09
25,55;74,87;74,77;0;344140;0,1
25,55;74,84;74,74;0;344040;0,1
25,55;74,76;74,65;0;343968;0,11
25,55;74,63;74,55;0;344164;0,08
25,55;74,6;74,47;0;344204;0,13
25,54;74,57;74,41;0;344144;0,16
25,54;74,51;74,35;0;344084;0,16
25,54;74,43;74,3;0;344096;0,13
25,54;74,36;74,23;0;344112;0,13
25,54;74,3;74,2;0;344044;0,1
25,53;74,22;74,13;0;344104;0,09
25,53;74,15;74,07;0;344048;0,08
25,53;74,09;73,97;0;344104;0,12
25,52;74,03;73,93;0;344116;0,1
25,51;73,95;73,86;0;344240;0,09
25,5;73,88;73,78;0;344292;0,1
25,49;73,81;73,71;0;344484;0,1
25,49;73,75;73,64;0;344420;0,11
25,48;73,73;73,54;0;344420;0,19
25,47;73,64;73,48;0;344460;0,16
25,46;73,56;73,42;0;344604;0,14
25,46;73,54;73,35;0;344620;0,19
25,46;73,46;73,29;0;344764;0,17
25,45;73,41;73,23;0;344820;0,18
25,44;73,3;73,17;0;344796;0,13
25,43;73,24;73,08;0;344852;0,16
25,43;73,18;73,01;0;344820;0,17
25,42;73,1;72,95;0;344692;0,15
25,42;73,05;72,9;0;344796;0,15
25,42;73,02;72,82;0;344812;0,2
25,4;72,97;72,76;0;344908;0,21
25,41;72,92;72,69;0;344772;0,23
25,4;72,83;72,63;0;344812;0,2
25,38;72,79;72,54;0;344952;0,25
25,38;72,74;72,49;0;344792;0,25
25,37;72,65;72,41;0;344784;0,24
25,37;72,6;72,35;0;344908;0,25
25,37;72,56;72,3;0;344800;0,26
25,36;72,51;72,21;0;344668;0,3
25,35;72,46;72,16;0;344712;0,3
25,33;72,42;72,13;0;344700;0,29
25,33;72,34;72,06;0;344572;0,28
25,33;72,26;71,99;0;344636;0,27
25,32;72,19;71,95;0;344608;0,24
25,32;72,14;71,87;0;344596;0,27
25,32;72,06;71,85;0;344608;0,21
25,33;72,03;71,76;0;344628;0,27
25,33;71,96;71,71;0;344620;0,25
25,32;71,9;71,62;0;344464;0,28
25,33;71,81;71,55;0;344596;0,26
25,33;71,76;71,5;0;344532;0,26
25,33;71,66;71,44;0;344484;0,22
25,33;71,6;71,39;0;344376;0,21
25,33;71,53;71,33;0;344248;0,2
25,34;71,48;71,32;0;344236;0,16
25,34;71,38;71,27;0;344252;0,11
25,35;71,35;71,16;0;344260;0,19
25,35;71,26;71,12;0;343956;0,14
25,35;71,2;71,05;0;343928;0,15
25,35;71,18;71,05;0;344104;0,13
25,36;71,15;70,98;0;344112;0,17
25,36;71,13;70,94;0;344092;0,19
25,36;71,1;70,9;0;344248;0,2
25,37;71,07;70,87;0;344140;0,2
25,38;71,04;70,79;0;344144;0,25
25,38;70,94;70,72;0;344408;0,22
25,38;70,9;70,64;0;344456;0,26
25,38;70,84;70,63;0;344284;0,21
25,38;70,75;70,55;0;344508;0,2
25,37;70,66;70,47;0;344572;0,19
25,38;70,64;70,4;0;344540;0,24
25,38;70,61;70,37;0;344488;0,24
25,37;70,52;70,33;0;344608;0,19
25,37;70,5;70,28;0;344668;0,22
25,37;70,42;70,21;0;344720;0,21
25,36;70,37;70,17;0;344660;0,2
25,36;70,36;70,08;0;344596;0,28
25,36;70,27;70,03;0;344604;0,24
25,35;70,29;69,96;0;344656;0,33
25,33;70,24;69,88;0;344640;0,36
25,34;70,37;69,75;0;344504;0,62
25,33;70,54;69,54;0;344588;1
25,33;70,58;69,32;0;344444;1,26
25,33;70,49;68,95;0;344672;1,54
25,33;70,32;68,59;0;344760;1,73
25,32;70,15;68,28;0;344776;1,87
25,32;69,94;67,96;0;344644;1,98
25,31;69,71;67,58;0;344784;2,13
25,31;69,51;67,28;0;344908;2,23
25,32;69,19;66,94;0;344816;2,25
25,33;68,95;66,71;0;344856;2,24
25,35;68,67;66,47;0;344776;2,2
25,37;68,43;66,16;0;344612;2,27
